ResponseId;conseq;wtp_1;wtp_2;wtp_explain_diff;wtp_explain_same;wtp_explain_pos;code_conseq;comment;coder
R_3MMq5ZhvhpLUeUz;chicken;25;10;Willing to pay more, although I don't like the idea of eating them at all to improve the idea that animals should be treated fairly.. Half in hopes of keeping prices reasonable for those willing to buy cruelly raised chickens.;;To feel better about the situation. I can control my actions I can't do a lot to influence other people's actions.;deont: feelgood, deont: ownpart;;CB
R_2fJpDJUpQ89mMGl;chicken;50;15;The first answer shows that the more money i pay for the chickens to have  much better animal-welfare standard, it will affect others and in that regards they will buy less. This will result in no chanage;;With the second answer i think others wouldn't be affected hugely and could impact positively.;other;;CB
R_3lySTlCVQ0xd7Eq;chicken;20;0;Because situation 2 would have zero impact.;;;conseq;;CB
R_DC2TnMmhW5qEx0Z;chicken;0;0;;;;;;CB
R_bqjwJjwLDuQzKBH;chicken;10;0;Either way, I would want to improve their welfare so they are treated better. But if the increased price is not going to better treatment, then it's not worth it to me.;;;conseq;;CB
R_1gchEUz2KGXbKJa;chicken;5;5;;It's because I don't have a lot of disposable income right now and it's as much as I can spare.;Because I would rather my money go to a company that is ethical.;other;;CB
R_Zw8VUrkxsDGALzH;chicken;25;0;I am willing to pay slightly more if my actions are beneficial, but if my extra money doesn't really change anything, then I would rather keep it.;;;conseq;;CB
R_2aF8z5vL5auZLmz;chicken;3;0;if nothing was going to change in the second scenario then there is no reason to give anything and I should go with the chickens I am always eating;;;conseq;;CB
R_1I6sCumdRYAUrcI;chicken;20;20;;Both actions reduce animal suffering by a similar amount.;Decreasing the demand also decreases animal suffering. Less chickens would be raised in bad conditions, so it would still have a positive effect.;conseq, conseqstill;;CB
R_3h4uOkAdSZ3BzEM;chicken;52;2;For me to pay more for chicken i would hope that it would help bring more suppliers into changing their practices for the better. If that doesnt happen i dont see the incentive to pay a lot more;;i would still want to support the farmers who do good for their animals and i think that is important in the food chain;conseq, conseqstill;;CB
R_2S06WZ407TQRsYy;chicken;3;0;If it makes no difference to the standards, then I feel like there is no reason to support it. Grocery costs are high and I always try to reduce costs. If I had more money, I would consider buying better animal welfare products regardless of the effect it had.;;;conseq;;CB
R_pma3jB0K2pFylON;chicken;40;40;;I would pay the same because I would want to support improved animal welfare standards regardless. I feel that the animal would be healthier and that's a good thing.;I feel that regardless of the impact I would still be willing to pay the extra amount because the animal would be healthier. That would be my main concern.;deont;;CB
R_xEgmJvflCDRqKlj;chicken;6;0;I want my extra expense to make a difference and 2nd situation did not improve the chicken conditions;;;conseq;;CB
R_3dLjACAeWgwBomY;chicken;0;0;;;;;;CB
R_237DWSijawPaUqY;chicken;0;0;;;;;;CB
R_29m423HFgeUHh0I;chicken;5;0;I support increased price for increased welfare of the chickens. If it does not increase the welfare then I would not pay extra.;;;conseq;;CB
R_29bqmDwyHDs7gs1;chicken;2;0;I gave different answers because the second one said it has no effect so i wouldn't pay any more.;;;conseq;;CB
R_3m81hQCyPUtv2Yf;chicken;50;30;I would pay more for something that has positive consequence to have an absolute support.;;This also mean supporting in a little capacity necessary.;conseq, deont;;CB
R_1d6bBYwJnGKpsDZ;chicken;25;0;In the second situation, nothing changes based on my contribution.  So, I feel no need to spend my money on something that doesn't have an effect.;;;conseq;;CB
R_2ccGw72DwHcH6UV;chicken;150;150;;I don't think my impact makes much of a difference.;Even if it doesn't make a difference I'd still be willing to pay the premium.;deont;;CB
R_rqImjhHy4raG5mF;chicken;10;0;;;;;;CB
R_2R3KRwNZfElSkr1;chicken;5;5;;Both are for 20 animal welfare certified chickens;no because I t hink it wouldn't make a difference;deont;;CB
R_31Awu7FDFqEzO37;chicken;5;0;I don't care about chickens.;;;other;;CB
R_2xQnK3f90AMeL1p;chicken;100;50;One provided a guarantee in the increase of the well being of chickens, while the other scenario did not.;;I wouldn't want to pay more if the overall statistics didn't change in favor of the chicken's well being. But, I'm still in favor of supporting the cause.;conseq, conseqstill;;CB
R_32Q40yEJXrn6WKk;chicken;20;30;I would first consider this price;;I think justice for the chicken welfare is worth any price;deont;;CB
R_AiJLzUhYYQ5srK1;chicken;40;20;If me paying money doesn't actually have an effect on how chickens are raised then I would still be willing to pay for better chickens, just not as much.;;I would still be buying the better chickens for myself.;deont;;CB
R_2dtDcTFvlvM3cUr;chicken;25;0;I am willing to pay more for something that has a positive impact;;;conseq;;CB
R_3MfnUAytctr7etd;chicken;1;1;;I feel that 1 dollar is a minimal amount to alleviate suffering.;Producers eventually will move to animal welfare model if people buy more of these chickens. So, $1 dollar would be minimal in helping to alleviate animal suffering.;conseqstill;;CB
R_3NvNnmd3d9rcxal;chicken;40;0;If I pay extra for them to be treated better, then that is what should happen. This happened in situation 1, so I was willing to pay more. They would not have been treated better in situation 2, so my assumption would be the company is pocketed the extra money and is not doing anything to better the situation, so I would not pay any extra, I would probably stop buying anything from them all together;;;conseq;;CB
R_cNG3nfewheCNckx;chicken;5;0;If me paying more doesnt change the number of chickens living in better conditions then there is no point in paying more when i could just pay less and eat the same as i have been.;;;conseq;;CB
R_O2RO4SmvRepGb8B;chicken;2;2;;I would still want to support chickens being raised better even if the numbers did not increase;I would be supporting the continuation of the program;deont, conseqstilll;;CB
R_2S3ob8H799uQG8y;chicken;30;0;If my action of paying extra doesn't have an consequence, I don't see a reason to take it. The whole point of taking action is to prompt change.;;;conseq;;CB
R_2scnUnYykih5uKk;chicken;2;0;If I'm willing to pay more for the standard of the welfare of chickens to change to become better, I'm not willing to pay more if the standard will not change for the chickens.;;;conseq;;CB
R_2xzs4zr3EjcNSlP;chicken;5;0;As an individual I am more concerned with making choices that have more of a positive consequence;;;conseq;;CB
R_eyubyR96VDSPQat;chicken;0;0;;;;;;CB
R_XtCy0Y5kw2Mj9pD;chicken;10;0;If it makes a difference for the better welfare of chickens I would pay an extra then dollars as needed. But 0 if it has no consequence at all.;;;conseq;;CB
R_2YtsDrTXVAAxkQ1;chicken;100;80;One is for a positive consequence and the other one doesn't matter;;to help out in anyway I can;conseq, deont: ownpart;;CB
R_1nPmfwSvAezgnZW;chicken;2;0;It doesn't make sense to pay extra for something where there is no overall benefit to do so.;;;conseq;;CB
R_2qaC1WQzIEs50r9;chicken;20;10;If my support does not change the situation overall then I am paying more than I think I should, but I still understand the scenario where it does at least start to help. It hasn't gain enough traction for me to pay a higher premium, but it has interested me.;;The overall impact maybe zero, but it still influences some of the more local/anecdotal items, which is enough to gain some support from me.;conseqstill;;CB
R_3J4TMects0Yn31a;chicken;5;0;one was actually effective;;;conseq;;CB
R_yOtTU0gNDqAbLAB;chicken;1;1;;I think it is a fair trade off in both situations.  I would pay more for either;I believe that there would be  difference. I find it hard to believe it would be zero.;conseqstill;;CB
R_33g2WlePLGsROic;chicken;3;0;I won't pay extra if there are no benefits for it, and even then I don't think I'd pay extra at all.;;;conseq;;CB
R_3scY0T7mxkWe4VU;chicken;20;0;There's no real point in me spending more money if it doesn't make a difference.;;;conseq;;CB
R_2yjCF6picsxBOvG;chicken;2;2;;Because I have a limited budget, and with or without consequences, that would be the most I could do.  Along with that, I cannot be responsible for other people's choices.;The impact would not be zero, as I would talk to others about the importance of this, and hopefully they would also  participate.  Over time, those raising chickens in poor conditions might want to change their ways to meet demaned for the other chickens.;conseqstill;;CB
R_1FPWqVJm2dnDgCL;chicken;1;0;"I do not want to spend my hard earned money for  zero impact..

In the first example I am  Knowing that my share of the price increase made life better - and  likely a better tasting- chicken for 20 chickens.

In the second example i was told that  i was paying extra to support conditions for 20 chickens, and if none were 'saved' /raised under animal welfare conditions then  I think the company lied to me!";;;conseq;;CB
